,Accuracy_without_pp,F1_score_without_pp,Accuracy_minmax,F1_score_minmax,Accuracy_minmaxcorr,F1_score_minmaxcorr,Accuracy_pca,F1_score_pca
0,0.9422334335888232,0.954616826989039,0.9414572620549141,0.9540672624575613,0.933501503832347,0.9479867045092355,0.9167750072766081,0.935709681771169
