,Accuracy_without_pp,F1_score_without_pp,Accuracy_rf_mm,F1_score1_rf_mm,Accuracy2_rf_mm_corr,F1_score2_rf_mm_corr,Accuracy2_rf_pca,F1_score2_rf_pca
0,0.9487920830503541,0.959657570893526,0.9495100417192199,0.960279660499481,0.9400795575822257,0.9530327918719962,0.9295624332977588,0.9453543686397302
